sample,I_in,Q_in,I_out,Q_out,phase_err,u,nco_sin,nco_cos
3609,7893,14357,5755,-5830,-4844172,-21470116,-31414,-9319
3610,7438,14598,5759,-5825,-4287654,-21419435,-31113,-10278
3611,6976,14824,5763,-5821,-3716928,-21425796,-30783,-11228
3612,6507,15036,5767,-5817,-3185416,-21432392,-30424,-12167
3613,6031,15233,5772,-5813,-2627385,-21438565,-30037,-13094
3614,5550,15415,5776,-5808,-2030342,-21445122,-29621,-14010
3615,5063,15582,5780,-5804,-1508485,-21452221,-29177,-14912
3616,4571,15733,5785,-5800,-945377,-21458455,-28706,-15800
3617,4074,15869,5789,-5796,-386828,-21465254,-28105,-16846
3618,3574,15989,5758,-5827,-4461303,-21472057,-27575,-17700
3619,3070,16093,5762,-5823,-3921475,-21421657,-27019,-18537
3620,2563,16182,5766,-5818,-3356094,-21427853,-26438,-19357
3621,2053,16254,5770,-5814,-2787843,-21434423,-25832,-20159
3622,1542,16311,5775,-5809,-2210581,-21441088,-25201,-20942
3623,1029,16351,5779,-5806,-1683957,-21447925,-24547,-21705
3624,515,16375,5783,-5801,-1123766,-21454198,-23870,-22448
3625,0,16384,5787,-5797,-568520,-21460942,-23027,-23311
3626,-515,16375,5756,-5828,-4653056,-21467685,-22301,-24007
3627,-1029,16351,5760,-5824,-4087130,-21417141,-21554,-24680
3628,-1542,16311,5765,-5820,-3538440,-21423639,-20787,-25329
3629,-2053,16254,5769,-5815,-2973690,-21429985,-20000,-25955
3630,-2563,16182,5773,-5811,-2446955,-21436588,-19195,-26556
3631,-3070,16093,5778,-5807,-1855889,-21442781,-18371,-27133
3632,-3574,15989,5782,-5803,-1309586,-21449825,-17530,-27683
3633,-4074,15869,5786,-5798,-745055,-21456379,-16673,-28208
3634,-4571,15733,5790,-5794,-203721,-21463217,-15623,-28803
3635,-5063,15582,5759,-5825,-4289694,-21469829,-14732,-29268
3636,-5550,15415,5763,-5821,-3727952,-21419307,-13828,-29706
3637,-6031,15233,5768,-5817,-3145670,-21425792,-12910,-30117
3638,-6507,15036,5772,-5813,-2618394,-21432591,-11980,-30498
3639,-6976,14824,5776,-5808,-2032302,-21438772,-11039,-30852
3640,-7438,14598,5781,-5804,-1476296,-21445737,-10087,-31176
3641,-7893,14357,5785,-5800,-943028,-21452392,-9126,-31470
3642,-8340,14102,5789,-5796,-368580,-21458826,-8157,-31736
3643,-8779,13833,5793,-5791,196562,-21465826,-6983,-32014
3644,-9209,13550,5762,-5822,-3899160,-21472772,-5998,-32213
3645,-9630,13255,5766,-5818,-3328151,-21422172,-5007,-32382
3646,-10042,12946,5770,-5814,-2799555,-21428813,-4011,-32521
3647,-10443,12624,5775,-5810,-2236116,-21434991,-3012,-32628
3648,-10835,12289,5779,-5806,-1683864,-21441656,-2009,-32705
3649,-11215,11943,5783,-5801,-1096954,-21448243,-1005,-32752
3650,-11585,11585,5787,-5797,-569666,-21455318,0,-32767
3651,-11943,11215,5792,-5793,0,-21461718,804,-32757
3652,-12289,10835,5831,-5753,5228064,-21468699,2009,-32705
3653,-12624,10443,5800,-5784,1096954,-21533316,3012,-32628
3654,-12946,10042,5805,-5780,1683864,-21482816,4011,-32521
3655,-13255,9630,5809,-5776,2236116,-21490188,5007,-32382
3656,-13550,9209,5813,-5771,2799555,-21497194,5998,-32213
3657,-13833,8779,5817,-5767,3328151,-21504397,6983,-32014
3658,-14102,8340,5821,-5763,3899160,-21511230,7962,-31785
3659,-14357,7893,5826,-5759,4461966,-21518643,8933,-31526
3660,-14598,7438,5830,-5754,5024814,-21526016,10087,-31176
3661,-14824,6976,5799,-5786,943028,-21533450,11039,-30852
3662,-15036,6507,5803,-5782,1476296,-21483538,11980,-30498
3663,-15233,6031,5807,-5777,2032302,-21490230,12910,-30117
3664,-15415,5550,5812,-5773,2618394,-21497260,13828,-29706
3665,-15582,5063,5816,-5769,3145670,-21504721,14732,-29268
3666,-15733,4571,5820,-5764,3727952,-21511518,15623,-28803
3667,-15869,4074,5824,-5760,4289694,-21519051,16499,-28310
3668,-15989,3574,5829,-5755,4876893,-21526393,17530,-27683
3669,-16093,3070,5797,-5787,745055,-21534109,18371,-27133
3670,-16182,2563,5802,-5783,1309586,-21483562,19195,-26556
3671,-16254,2053,5806,-5779,1855889,-21490619,20000,-25955
3672,-16311,1542,5810,-5774,2446955,-21497511,20787,-25329
3673,-16351,1029,5814,-5770,2973690,-21505015,21554,-24680
3674,-16375,515,5819,-5766,3538440,-21511787,22301,-24007
3675,-16384,0,5823,-5761,4087130,-21519085,23027,-23311
3676,-16375,-515,5827,-5757,4653056,-21526245,23870,-22448
3677,-16351,-1029,5796,-5788,568520,-21533677,24547,-21705
3678,-16311,-1542,5800,-5784,1123766,-21483691,25201,-20942
3679,-16254,-2053,5805,-5780,1683957,-21490615,25832,-20159
3680,-16182,-2563,5808,-5776,2210581,-21497659,26438,-19357
3681,-16093,-3070,5813,-5771,2787843,-21504348,27019,-18537
3682,-15989,-3574,5817,-5767,3356094,-21511719,27575,-17700
3683,-15869,-4074,5822,-5763,3921475,-21519041,28105,-16846
3684,-15733,-4571,5826,-5759,4461303,-21526388,28706,-15800
3685,-15582,-5063,5795,-5790,386828,-21533479,29177,-14912
3686,-15415,-5550,5799,-5786,945377,-21483597,29621,-14010
3687,-15233,-6031,5803,-5781,1508485,-21490542,30037,-13094
3688,-15036,-6507,5807,-5777,2030342,-21497603,30424,-12167
3689,-14824,-6976,5812,-5773,2627385,-21504215,30783,-11228
3690,-14598,-7438,5816,-5768,3185416,-21511812,31113,-10278
3691,-14357,-7893,5820,-5764,3716928,-21518990,31470,-9126
3692,-14102,-8340,5789,-5796,-368580,-21525900,31736,-8157
3693,-13833,-8779,5793,-5791,196562,-21475802,31971,-7179
3694,-13550,-9209,5798,-5787,750114,-21482748,32176,-6195
3695,-13255,-9630,5802,-5783,1315989,-21489611,32351,-5205
3696,-12946,-10042,5806,-5779,1844050,-21496686,32495,-4210
3697,-12624,-10443,5810,-5774,2414000,-21503354,32609,-3212
3698,-12289,-10835,5814,-5770,2970975,-21510596,32692,-2210
3699,-11943,-11215,5819,-5765,3569872,-21517738,32752,-1005
3700,-11585,-11585,5787,-5797,-569666,-21525458,32766,201
3701,-11215,-11943,5756,-5828,-4657170,-21474677,32745,1206
3702,-10835,-12289,5760,-5824,-4090188,-21424097,32692,2210
3703,-10443,-12624,5764,-5820,-3569872,-21430608,32609,3212
3704,-10042,-12946,5769,-5815,-2970975,-21436603,32495,4210
3705,-9630,-13255,5773,-5811,-2414000,-21443624,32351,5205
3706,-9209,-13550,5778,-5807,-1844050,-21450191,32176,6195
3707,-8779,-13833,5782,-5803,-1315989,-21456978,31971,7179
3708,-8340,-14102,5786,-5799,-750114,-21463308,31685,8351
3709,-7893,-14357,5755,-5830,-4844172,-21470162,31414,9319
3710,-7438,-14598,5759,-5825,-4287654,-21419481,31113,10278
3711,-6976,-14824,5763,-5821,-3716928,-21425842,30783,11228
3712,-6507,-15036,5767,-5817,-3185416,-21432438,30424,12167
3713,-6031,-15233,5772,-5813,-2627385,-21438611,30037,13094
3714,-5550,-15415,5776,-5808,-2030342,-21445168,29621,14010
3715,-5063,-15582,5780,-5804,-1508485,-21452267,29177,14912
3716,-4571,-15733,5785,-5800,-945377,-21458501,28706,15800
3717,-4074,-15869,5789,-5796,-386828,-21465300,28105,16846
3718,-3574,-15989,5758,-5827,-4461303,-21472103,27575,17700
3719,-3070,-16093,5762,-5823,-3921475,-21421703,27019,18537
3720,-2563,-16182,5766,-5818,-3356094,-21427899,26438,19357
3721,-2053,-16254,5770,-5814,-2787843,-21434469,25832,20159
3722,-1542,-16311,5775,-5809,-2210581,-21441134,25201,20942
3723,-1029,-16351,5779,-5806,-1683957,-21447971,24547,21705
3724,-515,-16375,5783,-5801,-1123766,-21454244,23870,22448
3725,0,-16384,5787,-5797,-568520,-21460988,23027,23311
3726,515,-16375,5756,-5828,-4653056,-21467731,22301,24007
3727,1029,-16351,5760,-5824,-4087130,-21417187,21554,24680
3728,1542,-16311,5765,-5820,-3538440,-21423685,20787,25329
3729,2053,-16254,5769,-5815,-2973690,-21430031,20000,25955
3730,2563,-16182,5773,-5811,-2446955,-21436634,19195,26556
3731,3070,-16093,5778,-5807,-1855889,-21442827,18371,27133
3732,3574,-15989,5782,-5803,-1309586,-21449871,17530,27683
3733,4074,-15869,5786,-5798,-745055,-21456425,16673,28208
3734,4571,-15733,5790,-5794,-203721,-21463263,15623,28803
3735,5063,-15582,5759,-5825,-4289694,-21469875,14732,29268
3736,5550,-15415,5763,-5821,-3727952,-21419353,13828,29706
3737,6031,-15233,5768,-5817,-3145670,-21425838,12910,30117
3738,6507,-15036,5772,-5813,-2618394,-21432637,11980,30498
3739,6976,-14824,5776,-5808,-2032302,-21438818,11039,30852
3740,7438,-14598,5781,-5804,-1476296,-21445783,10087,31176
3741,7893,-14357,5785,-5800,-943028,-21452438,9126,31470
3742,8340,-14102,5789,-5796,-368580,-21458872,8157,31736
3743,8779,-13833,5793,-5791,196562,-21465872,6983,32014
3744,9209,-13550,5762,-5822,-3899160,-21472818,5998,32213
3745,9630,-13255,5766,-5818,-3328151,-21422218,5007,32382
3746,10042,-12946,5770,-5814,-2799555,-21428859,4011,32521
3747,10443,-12624,5775,-5810,-2236116,-21435037,3012,32628
3748,10835,-12289,5779,-5806,-1683864,-21441702,2009,32705
3749,11215,-11943,5783,-5801,-1096954,-21448289,1005,32752
3750,11585,-11585,5787,-5797,-569666,-21455364,0,32767
3751,11943,-11215,5792,-5793,0,-21461764,-804,32757
3752,12289,-10835,5831,-5753,5228064,-21468745,-2009,32705
3753,12624,-10443,5800,-5784,1096954,-21533362,-3012,32628
3754,12946,-10042,5805,-5780,1683864,-21482862,-4011,32521
3755,13255,-9630,5809,-5776,2236116,-21490234,-5007,32382
3756,13550,-9209,5813,-5771,2799555,-21497240,-5998,32213
3757,13833,-8779,5817,-5767,3328151,-21504443,-6983,32014
3758,14102,-8340,5821,-5763,3899160,-21511276,-7962,31785
3759,14357,-7893,5826,-5759,4461966,-21518689,-8933,31526
3760,14598,-7438,5830,-5754,5024814,-21526062,-10087,31176
3761,14824,-6976,5799,-5786,943028,-21533496,-11039,30852
3762,15036,-6507,5803,-5782,1476296,-21483584,-11980,30498
3763,15233,-6031,5807,-5777,2032302,-21490276,-12910,30117
3764,15415,-5550,5812,-5773,2618394,-21497306,-13828,29706
3765,15582,-5063,5816,-5769,3145670,-21504767,-14732,29268
3766,15733,-4571,5820,-5764,3727952,-21511564,-15623,28803
3767,15869,-4074,5824,-5760,4289694,-21519097,-16499,28310
3768,15989,-3574,5829,-5755,4876893,-21526439,-17530,27683
3769,16093,-3070,5797,-5787,745055,-21534155,-18371,27133
3770,16182,-2563,5802,-5783,1309586,-21483608,-19195,26556
3771,16254,-2053,5806,-5779,1855889,-21490665,-20000,25955
3772,16311,-1542,5810,-5774,2446955,-21497557,-20787,25329
3773,16351,-1029,5814,-5770,2973690,-21505061,-21554,24680
3774,16375,-515,5819,-5766,3538440,-21511833,-22301,24007
3775,16384,0,5823,-5761,4087130,-21519131,-23027,23311
3776,16375,515,5827,-5757,4653056,-21526291,-23870,22448
3777,16351,1029,5796,-5788,568520,-21533723,-24547,21705
3778,16311,1542,5800,-5784,1123766,-21483737,-25201,20942
3779,16254,2053,5805,-5780,1683957,-21490661,-25832,20159
3780,16182,2563,5808,-5776,2210581,-21497705,-26438,19357
3781,16093,3070,5813,-5771,2787843,-21504394,-27019,18537
3782,15989,3574,5817,-5767,3356094,-21511765,-27575,17700
3783,15869,4074,5822,-5763,3921475,-21519087,-28208,16673
3784,15733,4571,5790,-5794,-203721,-21526434,-28706,15800
3785,15582,5063,5795,-5790,386828,-21475868,-29177,14912
3786,15415,5550,5799,-5786,945377,-21483146,-29621,14010
3787,15233,6031,5803,-5781,1508485,-21490091,-30037,13094
3788,15036,6507,5807,-5777,2030342,-21497152,-30424,12167
3789,14824,6976,5812,-5773,2627385,-21503764,-30783,11228
3790,14598,7438,5816,-5768,3185416,-21511361,-31113,10278
3791,14357,7893,5820,-5764,3716928,-21518539,-31470,9126
3792,14102,8340,5789,-5796,-368580,-21525449,-31736,8157
3793,13833,8779,5793,-5791,196562,-21475351,-31971,7179
3794,13550,9209,5798,-5787,750114,-21482297,-32176,6195
3795,13255,9630,5802,-5783,1315989,-21489160,-32351,5205
3796,12946,10042,5806,-5779,1844050,-21496235,-32495,4210
3797,12624,10443,5810,-5774,2414000,-21502903,-32609,3212
3798,12289,10835,5814,-5770,2970975,-21510145,-32692,2210
3799,11943,11215,5819,-5765,3569872,-21517287,-32752,1005
3800,11585,11585,5787,-5797,-569666,-21525007,-32766,-201
3801,11215,11943,5756,-5828,-4657170,-21474226,-32745,-1206
3802,10835,12289,5760,-5824,-4090188,-21423646,-32692,-2210
3803,10443,12624,5764,-5820,-3569872,-21430157,-32609,-3212
3804,10042,12946,5769,-5815,-2970975,-21436152,-32495,-4210
3805,9630,13255,5773,-5811,-2414000,-21443173,-32351,-5205
3806,9209,13550,5778,-5807,-1844050,-21449740,-32176,-6195
3807,8779,13833,5782,-5803,-1315989,-21456527,-31971,-7179
3808,8340,14102,5786,-5799,-750114,-21462857,-31685,-8351
3809,7893,14357,5755,-5830,-4844172,-21469711,-31414,-9319
3810,7438,14598,5759,-5825,-4287654,-21419030,-31113,-10278
3811,6976,14824,5763,-5821,-3716928,-21425391,-30783,-11228
3812,6507,15036,5767,-5817,-3185416,-21431987,-30424,-12167
3813,6031,15233,5772,-5813,-2627385,-21438160,-30037,-13094
3814,5550,15415,5776,-5808,-2030342,-21444717,-29621,-14010
3815,5063,15582,5780,-5804,-1508485,-21451816,-29177,-14912
3816,4571,15733,5785,-5800,-945377,-21458050,-28706,-15800
3817,4074,15869,5789,-5796,-386828,-21464849,-28105,-16846
3818,3574,15989,5758,-5827,-4461303,-21471652,-27575,-17700
3819,3070,16093,5762,-5823,-3921475,-21421252,-27019,-18537
3820,2563,16182,5766,-5818,-3356094,-21427448,-26438,-19357
3821,2053,16254,5770,-5814,-2787843,-21434018,-25832,-20159
3822,1542,16311,5775,-5809,-2210581,-21440683,-25201,-20942
3823,1029,16351,5779,-5806,-1683957,-21447520,-24547,-21705
3824,515,16375,5783,-5801,-1123766,-21453793,-23870,-22448
3825,0,16384,5787,-5797,-568520,-21460537,-23027,-23311
3826,-515,16375,5756,-5828,-4653056,-21467280,-22301,-24007
3827,-1029,16351,5760,-5824,-4087130,-21416736,-21554,-24680
3828,-1542,16311,5765,-5820,-3538440,-21423234,-20787,-25329
3829,-2053,16254,5769,-5815,-2973690,-21429580,-20000,-25955
3830,-2563,16182,5773,-5811,-2446955,-21436183,-19195,-26556
3831,-3070,16093,5778,-5807,-1855889,-21442376,-18371,-27133
3832,-3574,15989,5782,-5803,-1309586,-21449420,-17530,-27683
3833,-4074,15869,5786,-5798,-745055,-21455974,-16673,-28208
3834,-4571,15733,5790,-5794,-203721,-21462812,-15623,-28803
3835,-5063,15582,5759,-5825,-4289694,-21469424,-14732,-29268
3836,-5550,15415,5763,-5821,-3727952,-21418902,-13828,-29706
3837,-6031,15233,5768,-5817,-3145670,-21425387,-12910,-30117
3838,-6507,15036,5772,-5813,-2618394,-21432186,-11980,-30498
3839,-6976,14824,5776,-5808,-2032302,-21438367,-11039,-30852
3840,-7438,14598,5781,-5804,-1476296,-21445332,-10087,-31176
3841,-7893,14357,5785,-5800,-943028,-21451987,-9126,-31470
3842,-8340,14102,5789,-5796,-368580,-21458421,-8157,-31736
3843,-8779,13833,5793,-5791,196562,-21465421,-6983,-32014
3844,-9209,13550,5762,-5822,-3899160,-21472367,-5998,-32213
3845,-9630,13255,5766,-5818,-3328151,-21421767,-5007,-32382
3846,-10042,12946,5770,-5814,-2799555,-21428408,-4011,-32521
3847,-10443,12624,5775,-5810,-2236116,-21434586,-3012,-32628
3848,-10835,12289,5779,-5806,-1683864,-21441251,-2009,-32705
3849,-11215,11943,5783,-5801,-1096954,-21447838,-1005,-32752
3850,-11585,11585,5787,-5797,-569666,-21454913,0,-32767
3851,-11943,11215,5792,-5793,0,-21461313,804,-32757
3852,-12289,10835,5831,-5753,5228064,-21468294,2009,-32705
3853,-12624,10443,5800,-5784,1096954,-21532911,3012,-32628
3854,-12946,10042,5805,-5780,1683864,-21482411,4011,-32521
3855,-13255,9630,5809,-5776,2236116,-21489783,5007,-32382
3856,-13550,9209,5813,-5771,2799555,-21496789,5998,-32213
3857,-13833,8779,5817,-5767,3328151,-21503992,6983,-32014
3858,-14102,8340,5821,-5763,3899160,-21510825,7962,-31785
3859,-14357,7893,5826,-5759,4461966,-21518238,8933,-31526
3860,-14598,7438,5830,-5754,5024814,-21525611,10087,-31176
3861,-14824,6976,5799,-5786,943028,-21533045,11039,-30852
3862,-15036,6507,5803,-5782,1476296,-21483133,11980,-30498
3863,-15233,6031,5807,-5777,2032302,-21489825,12910,-30117
3864,-15415,5550,5812,-5773,2618394,-21496855,13828,-29706
3865,-15582,5063,5816,-5769,3145670,-21504316,14732,-29268
3866,-15733,4571,5820,-5764,3727952,-21511113,15623,-28803
3867,-15869,4074,5824,-5760,4289694,-21518646,16499,-28310
3868,-15989,3574,5829,-5755,4876893,-21525988,17530,-27683
3869,-16093,3070,5797,-5787,745055,-21533704,18371,-27133
3870,-16182,2563,5802,-5783,1309586,-21483157,19195,-26556
3871,-16254,2053,5806,-5779,1855889,-21490214,20000,-25955
3872,-16311,1542,5810,-5774,2446955,-21497106,20787,-25329
3873,-16351,1029,5814,-5770,2973690,-21504610,21554,-24680
3874,-16375,515,5819,-5766,3538440,-21511382,22301,-24007
3875,-16384,0,5823,-5761,4087130,-21518680,23027,-23311
3876,-16375,-515,5827,-5757,4653056,-21525840,23870,-22448
3877,-16351,-1029,5796,-5788,568520,-21533272,24547,-21705
3878,-16311,-1542,5800,-5784,1123766,-21483286,25201,-20942
3879,-16254,-2053,5805,-5780,1683957,-21490210,25832,-20159
3880,-16182,-2563,5808,-5776,2210581,-21497254,26438,-19357
3881,-16093,-3070,5813,-5771,2787843,-21503943,27019,-18537
3882,-15989,-3574,5817,-5767,3356094,-21511314,27575,-17700
3883,-15869,-4074,5822,-5763,3921475,-21518636,28105,-16846
3884,-15733,-4571,5826,-5759,4461303,-21525983,28706,-15800
3885,-15582,-5063,5795,-5790,386828,-21533074,29177,-14912
3886,-15415,-5550,5799,-5786,945377,-21483192,29621,-14010
3887,-15233,-6031,5803,-5781,1508485,-21490137,30037,-13094
3888,-15036,-6507,5807,-5777,2030342,-21497198,30424,-12167
3889,-14824,-6976,5812,-5773,2627385,-21503810,30783,-11228
3890,-14598,-7438,5816,-5768,3185416,-21511407,31113,-10278
3891,-14357,-7893,5820,-5764,3716928,-21518585,31470,-9126
3892,-14102,-8340,5789,-5796,-368580,-21525495,31736,-8157
3893,-13833,-8779,5793,-5791,196562,-21475397,31971,-7179
3894,-13550,-9209,5798,-5787,750114,-21482343,32176,-6195
3895,-13255,-9630,5802,-5783,1315989,-21489206,32351,-5205
3896,-12946,-10042,5806,-5779,1844050,-21496281,32495,-4210
3897,-12624,-10443,5810,-5774,2414000,-21502949,32609,-3212
3898,-12289,-10835,5814,-5770,2970975,-21510191,32692,-2210
3899,-11943,-11215,5819,-5765,3569872,-21517333,32752,-1005
3900,-11585,-11585,5787,-5797,-569666,-21525053,32766,201
3901,-11215,-11943,5756,-5828,-4657170,-21474272,32745,1206
3902,-10835,-12289,5760,-5824,-4090188,-21423692,32692,2210
3903,-10443,-12624,5764,-5820,-3569872,-21430203,32609,3212
3904,-10042,-12946,5769,-5815,-2970975,-21436198,32495,4210
3905,-9630,-13255,5773,-5811,-2414000,-21443219,32351,5205
3906,-9209,-13550,5778,-5807,-1844050,-21449786,32176,6195
3907,-8779,-13833,5782,-5803,-1315989,-21456573,31971,7179
3908,-8340,-14102,5786,-5799,-750114,-21462903,31685,8351
3909,-7893,-14357,5755,-5830,-4844172,-21469757,31414,9319
3910,-7438,-14598,5759,-5825,-4287654,-21419076,31113,10278
3911,-6976,-14824,5763,-5821,-3716928,-21425437,30783,11228
3912,-6507,-15036,5767,-5817,-3185416,-21432033,30424,12167
3913,-6031,-15233,5772,-5813,-2627385,-21438206,30037,13094
3914,-5550,-15415,5776,-5808,-2030342,-21444763,29621,14010
3915,-5063,-15582,5780,-5804,-1508485,-21451862,29177,14912
3916,-4571,-15733,5785,-5800,-945377,-21458096,28706,15800
3917,-4074,-15869,5789,-5796,-386828,-21464895,28105,16846
3918,-3574,-15989,5758,-5827,-4461303,-21471698,27575,17700
3919,-3070,-16093,5762,-5823,-3921475,-21421298,27019,18537
3920,-2563,-16182,5766,-5818,-3356094,-21427494,26438,19357
3921,-2053,-16254,5770,-5814,-2787843,-21434064,25832,20159
3922,-1542,-16311,5775,-5809,-2210581,-21440729,25201,20942
3923,-1029,-16351,5779,-5806,-1683957,-21447566,24547,21705
3924,-515,-16375,5783,-5801,-1123766,-21453839,23870,22448
3925,0,-16384,5787,-5797,-568520,-21460583,23027,23311
3926,515,-16375,5756,-5828,-4653056,-21467326,22301,24007
3927,1029,-16351,5760,-5824,-4087130,-21416782,21554,24680
3928,1542,-16311,5765,-5820,-3538440,-21423280,20787,25329
3929,2053,-16254,5769,-5815,-2973690,-21429626,20000,25955
3930,2563,-16182,5773,-5811,-2446955,-21436229,19195,26556
3931,3070,-16093,5778,-5807,-1855889,-21442422,18371,27133
3932,3574,-15989,5782,-5803,-1309586,-21449466,17530,27683
3933,4074,-15869,5786,-5798,-745055,-21456020,16673,28208
3934,4571,-15733,5790,-5794,-203721,-21462858,15623,28803
3935,5063,-15582,5759,-5825,-4289694,-21469470,14732,29268
3936,5550,-15415,5763,-5821,-3727952,-21418948,13828,29706
3937,6031,-15233,5768,-5817,-3145670,-21425433,12910,30117
3938,6507,-15036,5772,-5813,-2618394,-21432232,11980,30498
3939,6976,-14824,5776,-5808,-2032302,-21438413,11039,30852
3940,7438,-14598,5781,-5804,-1476296,-21445378,10087,31176
3941,7893,-14357,5785,-5800,-943028,-21452033,9126,31470
3942,8340,-14102,5789,-5796,-368580,-21458467,8157,31736
3943,8779,-13833,5793,-5791,196562,-21465467,6983,32014
3944,9209,-13550,5762,-5822,-3899160,-21472413,5998,32213
3945,9630,-13255,5766,-5818,-3328151,-21421813,5007,32382
3946,10042,-12946,5770,-5814,-2799555,-21428454,4011,32521
3947,10443,-12624,5775,-5810,-2236116,-21434632,3012,32628
3948,10835,-12289,5779,-5806,-1683864,-21441297,2009,32705
3949,11215,-11943,5783,-5801,-1096954,-21447884,1005,32752
3950,11585,-11585,5787,-5797,-569666,-21454959,0,32767
3951,11943,-11215,5792,-5793,0,-21461359,-804,32757
3952,12289,-10835,5831,-5753,5228064,-21468340,-2009,32705
